37156;37270;Montlouis-sur-Loire;;37
55247;55130;Horville-en-Ornois;;55
27362;27410;Landepéreuse;;27
39455;39270;Reithouse;;39
19221;19400;Saint-Martial-Entraygues;;19
60596;60220;Saint-Samson-la-Poterie;;60
77474;77450;Trilbardou;;77
50171;50440;Éculleville;;50
47016;47310;Aubiac;;47
79070;79220;Chapelle-Bâton;La;79
24518;24380;Salon;;24
21546;21210;Saint-Didier;;21
55381;55140;Neuville-lès-Vaucouleurs;;55
50586;50250;Surville;;50
10074;10130;Chamoy;;10
2313;2120;Flavigny-le-Grand-et-Beaurai;;2
27474;27740;Poses;;27
64444;64800;Pardies-Piétat;;64
23045;23170;Chambon-sur-Voueize;;23
53262;53210;Soulgé-sur-Ouette;;53
2745;2250;Toulis-et-Attencourt;;2
25631;25320;Vorges-les-Pins;;25
16156;16170;Gourville;;16
55123;55000;Hauts-de-Chée;Les;55
60206;60157;Élincourt-Sainte-Marguerite;;60
71485;71390;Saint-Vallerin;;71
30109;30360;Euzet;;30
76049;76630;Avesnes-en-Val;;76
76376;76630;Intraville;;76
1194;1480;Jassans-Riottier;;1
21553;21410;Saint-Jean-de-Boeuf;;21
7010;7100;Annonay;;7
9168;9300;Lieurac;;9
35241;35780;Richardais;La;35
45340;45600;Villemurlin;;45
38159;38690;Eydoche;;38
24195;24540;Gaugeac;;24
88275;88490;Lubine;;88
41104;41350;Huisseau-sur-Cosson;;41
16214;16270;Mazières;;16
31247;31800;Labarthe-Rivière;;31
27185;27110;Crestot;;27
9004;9310;Albiès;;9
31459;31380;Roquesérière;;31
24080;24540;Capdrot;;24
2828;2880;Vregny;;2
28129;28700;Denonville;;28
78536;78440;Sailly;;78
21709;21500;Viserny;;21
47066;47130;Clermont-Dessous;;47
22305;22350;Saint-Jouan-de-l'Isle;;22
14727;14490;Vaubadon;;14
2191;2000;Chivy-lès-Étouvelles;;2
52006;52130;Allichamps;;52
59666;59470;Zegerscappel;;59
2647;2110;Ribeauville;;2
38389;38790;Saint-Georges-d'Espéranche;;38
40068;40380;Cassen;;40
58220;58400;Raveau;;58
76605;76119;Sainte-Marguerite-sur-Mer;;76
61264;61240;Ménil-Froger;;61
35110;35440;Feins;;35
34222;34230;Puilacher;;34
67038;67720;Bietlenheim;;67
37183;37600;Perrusson;;37
62181;62116;Bucquoy;;62
88493;88450;Varmonzey;;88
3255;3800;Saint-Priest-d'Andelot;;3
54018;54150;Anoux;;54
21223;21121;Daix;;21
47183;47330;Montauriol;;47
52373;52700;Ozières;;52
11247;11240;Monthaut;;11
16353;16220;Saint-Sornin;;16
49298;49170;Saint-Léger-des-Bois;;49
51294;51140;Hourges;;51
2234;2160;Craonne;;2
2A351;20167;Villanova;;2A
37167;37360;Neuillé-Pont-Pierre;;37
32189;32240;Lannemaignan;;32
56240;56370;Sarzeau;;56
58024;58110;Bazolles;;58
11258;11120;Moussan;;11
12118;12600;Lacroix-Barrez;;12
62473;62330;Isbergues;;62
39192;39130;Denezières;;39
56189;56500;Radenac;;56
47271;47120;Saint-Pierre-sur-Dropt;;47
31058;31450;Belbèze-de-Lauragais;;31
84120;84390;Saint-Trinit;;84
19177;19350;Rosiers-de-Juillac;;19
35140;35320;Lalleu;;35
38218;38260;Marcilloles;;38
57682;57560;Turquestein-Blancrupt;;57
55093;55300;Buxières-sous-les-Côtes;;55
17402;17240;Saint-Sigismond-de-Clermont;;17
91514;91480;Quincy-sous-Sénart;;91
17020;17520;Arthenac;;17
52129;52110;Cirey-sur-Blaise;;52
80015;80200;Aizecourt-le-Haut;;80
79330;79110;Tillou;;79
27588;27950;Saint-Pierre-d'Autils;;27
73014;73200;Allondaz;;73
7081;7260;Dompnac;;7
24257;24540;Marsalès;;24
55196;55200;Frémeréville-sous-les-Côtes;;55
50624;50200;Vendelée;La;50
77257;77440;Lizy-sur-Ourcq;;77
50469;50760;Sainte-Geneviève;;50
85191;85000;Roche-sur-Yon;La;85
32047;32480;Berrac;;32
52271;52800;Lanques-sur-Rognon;;52
54236;54260;Grand-Failly;;54
9260;9500;Sainte-Foi;;9
6147;6690;Tourrette-Levens;;6
14587;14280;Saint-Germain-la-Blanche-Her;;14
30148;30260;Liouc;;30
6001;6910;Aiglun;;6
3188;3500;Montord;;3
88395;88700;Romont;;88
55033;55270;Baulny;;55
77127;77170;Coubert;;77
14302;14950;Glanville;;14
43247;43450;Torsiac;;43
2691;2100;Saint-Quentin;;2
53050;53270;Chammes;;53
27472;27190;Portes;;27
81150;81500;Lugan;;81
50180;50420;Fervaches;;50
71550;71700;Uchizy;;71
2B063;20229;Carcheto-Brustico;;2B
55059;55130;Bonnet;;55
26185;26270;Mirmande;;26
71071;71110;Céron;;71
3271;3700;Serbannes;;3
24316;24410;Parcoul;;24
3221;3360;Saint-Bonnet-Tronçais;;3
72067;72160;Chapelle-Saint-Rémy;La;72
35177;35520;Mézière;La;35
52280;52360;Lecey;;52
69252;69420;Trèves;;69
1449;1320;Villette-sur-Ain;;1
52222;52230;Gillaumé;;52
54092;54930;Bouzanville;;54
2A014;20151;Ambiegna;;2A
41152;41210;Montrieux-en-Sologne;;41
72372;72600;Vezot;;72
76081;76370;Berneval-le-Grand;;76
38272;38160;Murinais;;38
59572;59740;Solre-le-Château;;59
81166;81130;Milhavet;;81
57116;57420;Buchy;;57
39331;39250;Mignovillard;;39
80065;80300;Beaucourt-sur-l'Ancre;;80
59414;59182;Montigny-en-Ostrevent;;59
43037;43510;Bouchet-Saint-Nicolas;Le;43
51278;51400;Grandes-Loges;Les;51
57754;57630;Xanrey;;57
60484;60860;Oudeuil;;60
57437;57480;Malling;;57
87124;87800;Rilhac-Lastours;;87
84109;84330;Saint-Hippolyte-le-Graveyron;;84
61382;61420;Saint-Denis-sur-Sarthon;;61
88525;88500;Vroville;;88
63446;63260;Vensat;;63
59265;59144;Gommegnies;;59
2B299;20213;San-Gavino-d'Ampugnani;;2B
81278;81240;Sauveterre;;81
72143;72150;Grand-Lucé;Le;72
4224;4240;Ubraye;;4
32040;32450;Bédéchan;;32
71420;71370;Saint-Germain-du-Plain;;71
88218;88640;Granges-sur-Vologne;;88
27300;27170;Grosley-sur-Risle;;27
16083;16140;Charmé;;16
51562;51500;Taissy;;51
80103;80190;Biarre;;80
71574;71960;Verzé;;71
2B165;20214;Moncale;;2B
40305;40320;Sorbets;;40
36034;36210;Chabris;;36
28085;28000;Chartres;;28
5051;5700;Étoile-Saint-Cyrice;;5
39089;39240;Cézia;;39
57752;57915;Woustviller;;57
53257;53340;Saulges;;53
1134;1290;Crottet;;1
89190;89200;Givry;;89
2689;2250;Saint-Pierremont;;2
29281;29140;Tourch;;29
62270;62460;Divion;;62
47040;47310;Brax;;47
68163;68680;Kembs;;68
10242;10200;Meurville;;10
14271;14123;Fleury-sur-Orne;;14
33526;33570;Tayac;;33
62442;62130;Hernicourt;;62
8312;8150;Murtin-et-Bogny;;8
50537;50200;Saint-Pierre-de-Coutances;;50
22265;22300;Rospez;;22
16317;16140;Saint-Fraigne;;16
31512;31570;Saint-Pierre-de-Lages;;31
59219;59295;Estrun;;59
60428;60650;Mont-Saint-Adrien;Le;60
14187;14500;Coulonces;;14
10297;10150;Pont-Sainte-Marie;;10
27415;27260;Morainville-Jouveaux;;27
46130;46700;Grézels;;46
81090;81600;Fénols;;81
63115;63380;Combrailles;;63
7123;7310;Lachapelle-sous-Chanéac;;7
60307;60250;Heilles;;60
52145;52500;Coublanc;;52
47324;47210;Villeréal;;47
63448;63580;Vernet-la-Varenne;;63
14724;14390;Varaville;;14
58216;58140;Pouques-Lormes;;58
47075;47340;Croix-Blanche;La;47
21091;21360;Bouhey;;21
2429;2860;Lierval;;2
95074;95000;Boisemont;;95
38364;38220;Saint-Barthélemy-de-Séchilie;;38
7237;7360;Saint-Fortunat-sur-Eyrieux;;7
95487;95340;Persan;;95
64472;64160;Saint-Castin;;64
24535;24370;Simeyrols;;24
54159;54110;Dombasle-sur-Meurthe;;54
33100;33390;Cars;;33
74191;74110;Morzine;;74
51251;51190;Flavigny;;51
57160;57150;Creutzwald;;57
82085;82290;Lacourt-Saint-Pierre;;82
62292;62380;Elnes;;62
40166;40270;Lussagnet;;40
61314;61200;Occagnes;;61
59488;59554;Raillencourt-Sainte-Olle;;59
1347;1600;Saint-Didier-de-Formans;;1
55265;55160;Labeuville;;55
77273;77230;Marchémoret;;77
70576;70500;Vougécourt;;70
32310;32460;Perchède;;32
16228;16170;Montigné;;16
88459;88170;Soncourt;;88
79346;79170;Vert;Le;79
11366;11120;Sainte-Valière;;11
25257;25170;Franey;;25
10208;10400;Louptière-Thénard;La;10
47232;47350;Saint-Barthélemy-d'Agenais;;47
1457;1540;Vonnas;;1
27527;27800;Saint-Cyr-de-Salerne;;27
54093;54800;Brainville;;54
11151;11800;Fontiès-d'Aude;;11
3143;3360;Lételon;;3
86192;86500;Plaisance;;86
14450;14140;Montviette;;14
2183;2000;Chevregny;;2
16340;16720;Saint-Même-les-Carrières;;16
2722;2200;Soissons;;2
10435;10800;Villy-le-Maréchal;;10
77469;77131;Touquin;;77
62830;62147;Trescault;;62
1427;1600;Trévoux;;1
61171;61160;Fontaine-les-Bassets;;61
16425;16110;Yvrac-et-Malleyrand;;16
38489;38350;Siévoz;;38
80117;80830;Bouchon;;80
21549;21510;Saint-Germain-le-Rocheux;;21
77512;77510;Villeneuve-sur-Bellot;;77
39057;39210;Blois-sur-Seille;;39
44078;44670;Juigné-des-Moutiers;;44
62618;62890;Nordausques;;62
88132;88000;Deyvillers;;88
8373;8290;Rumigny;;8
48151;48170;Saint-Frézal-d'Albuges;;48
42246;42220;Saint-Julien-Molin-Molette;;42
81021;81200;Aussillon;;81
24290;24440;Montferrand-du-Périgord;;24
71544;71350;Toutenant;;71
85301;85250;Vendrennes;;85
42162;42155;Ouches;;42
89123;89800;Courgis;;89
50175;50310;Éroudeville;;50
70247;70600;Fouvent-Saint-Andoche;;70
62731;62124;Ruyaulcourt;;62
39347;39320;Montagna-le-Templier;;39
22045;22800;Cohiniac;;22
2A118;20143;Fozzano;;2A
61050;61110;Boissy-Maugis;;61
91240;91690;Fontaine-la-Rivière;;91
23014;23210;Azat-Châtenet;;23
25502;25410;Roset-Fluans;;25
72080;72400;Cherré;;72
32217;32230;Louslitges;;32
21156;21360;Chaudenay-le-Château;;21
21320;21110;Izier;;21
7267;7310;Saint-Martial;;7
1237;1100;Martignat;;1
2732;2240;Surfontaine;;2
27222;27560;Épreville-en-Lieuvin;;27
27506;27370;Saint-Amand-des-Hautes-Terre;;27
7071;7470;Coucouron;;7
29202;29410;Plounéour-Ménez;;29
15154;15800;Polminhac;;15
72265;72110;Saint-Aignan;;72
72141;72130;Gesnes-le-Gandelin;;72
36111;36340;Malicornay;;36
34038;34260;Bousquet-d'Orb;Le;34
72256;72140;Rouez;;72
82050;82340;Dunes;;82
59556;59145;Sassegnies;;59
37112;37340;Gizeux;;37
62124;62170;Beutin;;62
1273;1160;Neuville-sur-Ain;;1
4031;4270;Bras-d'Asse;;4
78238;78410;Flins-sur-Seine;;78
38453;38160;Saint-Romans;;38
85036;85320;Bretonnière-la-Claye;La;85
28323;28170;Saint-Ange-et-Torçay;;28
36174;36170;Roussines;;36
86197;86200;Pouant;;86
62101;62130;Beauvois;;62
27599;27600;Saint-Pierre-la-Garenne;;27
62602;62180;Nempont-Saint-Firmin;;62
21199;21460;Corsaint;;21
12076;12320;Conques;;12
10223;10290;Marcilly-le-Hayer;;10
58129;58230;Gouloux;;58
68090;68480;Ferrette;;68
40154;40170;Lévignacq;;40
30158;30360;Martignargues;;30
12005;12210;Alpuech;;12
78084;78490;Boissy-sans-Avoir;;78
32038;32600;Beaupuy;;32
25093;25250;Bretigney;;25
64494;64270;Saint-Pé-de-Léren;;64
31587;31620;Villeneuve-lès-Bouloc;;31
12226;12140;Saint-Hippolyte;;12
50097;50580;Canville-la-Rocque;;50
30173;30340;Mons;;30
80355;80140;Fresneville;;80
30342;30200;Vénéjan;;30
89045;89230;Bleigny-le-Carreau;;89
74018;74800;Arenthon;;74
5044;5200;Crévoux;;5
35034;35120;Boussac;La;35
32455;32230;Troncens;;32
14118;14000;Caen;;14
74032;74470;Bellevaux;;74
51145;51140;Chenay;;51
49311;49160;Saint-Philbert-du-Peuple;;49
14672;14240;Sept-Vents;;14
57280;57405;Guntzviller;;57
21041;21580;Avot;;21
85039;85530;Bruffière;La;85
72225;72610;Oisseau-le-Petit;;72
67144;67130;Fouday;;67
25305;25620;Hôpital-du-Grosbois;L';25
10282;10600;Payns;;10
84087;84100;Orange;;84
38217;38350;Marcieu;;38
33023;33640;Ayguemorte-les-Graves;;33
77467;77130;Tombe;La;77
71510;71110;Semur-en-Brionnais;;71
91359;91720;Maisse;;91
84015;84340;Beaumont-du-Ventoux;;84
10027;10330;Balignicourt;;10
80469;80250;Lawarde-Mauger-l'Hortoy;;80
25329;25210;Laval-le-Prieuré;;25
50594;50690;Teurthéville-Hague;;50
76718;76190;Valliquerville;;76
37063;37110;Château-Renault;;37
60399;60120;Mesnil-Saint-Firmin;Le;60
90062;90150;Larivière;;90
2B182;20226;Occhiatana;;2B
27367;27560;Lieurey;;27
50512;50750;Saint-Martin-de-Bonfossé;;50
34321;34130;Valergues;;34
29107;29510;Landudal;;29
32432;32130;Seysses-Savès;;32
28284;28310;Oinville-Saint-Liphard;;28
88181;88230;Fraize;;88
39483;39240;Saint-Hymetière;;39
80418;80360;Hardecourt-aux-Bois;;80
21236;21190;Ébaty;;21
6100;6830;Revest-les-Roches;;6
33382;33920;Saint-Christoly-de-Blaye;;33
93077;93250;Villemomble;;93
9167;9210;Lézat-sur-Lèze;;9
23095;23240;Grand-Bourg;Le;23
71106;71120;Charolles;;71
28104;28300;Coltainville;;28
76641;76740;Saint-Pierre-le-Vieux;;76
35039;35530;Brécé;;35
65433;65430;Soues;;65
48107;48100;Palhers;;48
76072;76890;Belleville-en-Caux;;76
16212;16310;Massignac;;16
61186;61140;Geneslay;;61
80599;80150;Noyelles-en-Chaussée;;80
65428;65400;Sireix;;65
2586;2360;Parfondeval;;2
18069;18200;Colombiers;;18
21600;21320;Semarey;;21
77414;77160;Saint-Hilliers;;77
6163;6430;Tende;;6
40092;40500;Dumes;;40
77348;77167;Ormesson;;77
18265;18320;Torteron;;18
57704;57920;Veckring;;57
39451;39700;Ranchot;;39
34068;34120;Cazouls-d'Hérault;;34
2B236;20240;Poggio-di-Nazza;;2B
44072;44410;Herbignac;;44
55333;55260;Ménil-aux-Bois;;55
72244;72300;Précigné;;72
12130;12300;Livinhac-le-Haut;;12
57647;57290;Serémange-Erzange;;57
14090;14220;Boulon;;14
4018;4150;Banon;;4
67059;67420;Bourg-Bruche;;67
4033;4340;Bréole;La;4
57523;57530;Ogy;;57
60487;60240;Parnes;;60
57730;57220;Volmerange-lès-Boulay;;57
61039;61570;Bellière;La;61
9263;9800;Saint-Jean-du-Castillonnais;;9
3262;3410;Saint-Victor;;3
21349;21430;Liernais;;21
66130;66340;Osséja;;66
38132;38970;Côtes-de-Corps;Les;38
16193;16100;Louzac-Saint-André;;16
2023;2210;Armentières-sur-Ourcq;;2
27580;27310;Saint-Ouen-de-Thouberville;;27
63340;63580;Saint-Étienne-sur-Usson;;63
74001;74360;Abondance;;74
60614;60240;Serans;;60
80445;80600;Humbercourt;;80
71521;71250;Sigy-le-Châtel;;71
17483;17340;Yves;;17
51050;51210;Bergères-sous-Montmirail;;51
88288;88270;Maroncourt;;88
25250;25620;Foucherans;;25
25359;25330;Malans;;25
70159;70230;Cognières;;70
73170;73200;Monthion;;73
59288;59121;Haulchin;;59
42260;42260;Saint-Martin-la-Sauveté;;42
76098;76630;Biville-sur-Mer;;76
51612;51130;Vertus;;51
8027;8270;Auboncourt-Vauzelles;;8
11441;11110;Vinassan;;11
70083;70800;Bouligney;;70
72264;72300;Sablé-sur-Sarthe;;72
33496;33370;Salleboeuf;;33
27605;27260;Saint-Sylvestre-de-Cormeille;;27
9235;9160;Prat-Bonrepaux;;9
74167;74210;Marlens;;74
7142;7660;Lespéron;;7
39154;39130;Clairvaux-les-Lacs;;39
41145;41120;Monthou-sur-Bièvre;;41
62695;62270;Rebreuviette;;62
41097;41130;Gièvres;;41
6010;6620;Bar-sur-Loup;Le;6
34147;34480;Magalas;;34
31293;31150;Lespinasse;;31
79119;79160;Fenioux;;79
1185;1110;Hauteville-Lompnes;;1
49115;49320;Coutures;;49
54567;54290;Villacourt;;54
55072;55400;Braquis;;55
61364;61210;Saint-Aubert-sur-Orne;;61
19252;19110;Sarroux;;19
67187;67390;Heidolsheim;;67
14650;14260;Saint-Pierre-du-Fresne;;14
64142;64230;Bougarber;;64
34012;34380;Argelliers;;34
60599;60210;Saint-Thibault;;60
54505;54550;Sexey-aux-Forges;;54
25436;25430;Orve;;25
40074;40330;Castel-Sarrazin;;40
53264;53270;Thorigné-en-Charnie;;53
18022;18260;Barlieu;;18
4209;4200;Sisteron;;4
44122;44390;Petit-Mars;;44
16143;16410;Fouquebrune;;16
30188;30360;Ners;;30
88102;88630;Chermisey;;88
59091;59190;Borre;;59
68172;68320;Kunheim;;68
52453;52200;Saint-Maurice;;52
16414;16230;Villognon;;16
1243;1480;Messimy-sur-Saône;;1
54072;54380;Bezaumont;;54
39294;39400;Lézat;;39
36177;36170;Sacierges-Saint-Martin;;36
11199;11290;Lavalette;;11
2258;2470;Dammard;;2
79079;79700;Mauléon;;79
5078;5110;Monêtier-Allemont;;5
33072;33124;Brannens;;33
88144;88500;Domèvre-sous-Montfort;;88
39262;39290;Gredisans;;39
54328;54710;Ludres;;54
33501;33650;Saucats;;33
2A259;20121;Rezza;;2A
50558;50250;Saint-Symphorien-le-Valois;;50
25279;25680;Gouhelans;;25
28096;28260;Chaussée-d'Ivry;La;28
40070;40270;Castandet;;40
45325;45170;Tivernon;;45
80490;80360;Longueval;;80
78486;78610;Perray-en-Yvelines;Le;78
21272;21140;Flée;;21
69230;69620;Sainte-Paule;;69
7147;7140;Malarce-sur-la-Thines;;7
64387;64230;Momas;;64
80423;80670;Havernas;;80
57732;57720;Volmunster;;57
23131;23420;Mérinchal;;23
27647;27700;Tosny;;27
11378;11220;Serviès-en-Val;;11
65251;65310;Laloubère;;65
68252;68150;Ostheim;;68
62071;62550;Bailleul-lès-Pernes;;62
63178;63500;Issoire;;63
9090;9120;Cazaux;;9
49031;49150;Bocé;;49
50140;50660;Contrières;;50
28293;28260;Oulins;;28
28310;28250;Puisaye;La;28
76283;76270;Fresles;;76
64350;64250;Louhossoa;;64
57511;57140;Norroy-le-Veneur;;57
27126;27500;Campigny;;27
23127;23190;Mautes;;23
63083;63530;Chanat-la-Mouteyre;;63
68353;68130;Wahlbach;;68
73056;73500;Bramans;;73
22351;22340;Treffrin;;22
33391;33430;Saint-Côme;;33
14126;14340;Cambremer;;14
33004;33810;Ambès;;33
24215;24590;Jayac;;24
2A268;20134;Sampolo;;2A
95446;95690;Nesles-la-Vallée;;95
64200;64370;Doazon;;64
1103;1170;Chevry;;1
66158;66720;Rasiguères;;66
31520;31370;Sajas;;31
70099;70180;Brotte-lès-Ray;;70
8289;8110;Messincourt;;8
27507;27220;Saint-André-de-l'Eure;;27
24147;24640;Cubjac;;24
28109;28240;Corvées-les-Yys;Les;28
39004;39110;Abergement-lès-Thésy;;39
58192;58300;Neuville-lès-Decize;;58
3176;3500;Monétay-sur-Allier;;3
10040;10130;Bernon;;10
74274;74150;Val-de-Fier;;74
56136;56380;Monteneuf;;56
14287;14630;Frénouville;;14
33171;33190;Fossès-et-Baleyssac;;33
6004;6600;Antibes;;6
95510;95650;Puiseux-Pontoise;;95
70075;70150;Bonboillon;;70
32424;32400;Ségos;;32
54131;54610;Clémery;;54
5152;5800;Saint-Maurice-en-Valgodemard;;5
63066;63250;Celles-sur-Durolle;;63
31328;31290;Mauremont;;31
77476;77440;Trocy-en-Multien;;77
11312;11270;Ribouisse;;11
60027;60800;Auger-Saint-Vincent;;60
48097;48110;Moissac-Vallée-Française;;48
48076;48130;Javols;;48
14422;14270;Mesnil-Mauger;Le;14
27164;27170;Combon;;27
61092;61300;Chandai;;61
41082;41120;Feings;;41
77094;77410;Charmentray;;77
2568;2600;Oigny-en-Valois;;2
55023;55270;Avocourt;;55
55435;55000;Robert-Espagne;;55
55338;55110;Milly-sur-Bradon;;55
4207;4200;Sigoyer;;4
80836;80132;Yonval;;80
84031;84200;Carpentras;;84
84125;84390;Savoillan;;84
24057;24320;Bourg-des-Maisons;;24
88526;88520;Wisembach;;88
63283;63380;Pontaumur;;63
70558;70240;Villeneuve-Bellenoye-et-l;La;70
54175;54360;Einvaux;;54
44159;44690;Saint-Fiacre-sur-Maine;;44
29104;29560;Landévennec;;29
55518;55500;Cousances-lès-Triconville;;55
15255;15130;Vézac;;15
25050;25500;Bélieu;Le;25
59623;59297;Villers-Guislain;;59
60225;60600;Étouy;;60
57228;57590;Fossieux;;57
60356;60240;Lavilletertre;;60
49035;49080;Bouchemaine;;49
40294;40180;Saugnac-et-Cambran;;40
56100;56630;Langonnet;;56
25125;25380;Charmoille;;25
73069;73390;Chamoux-sur-Gelon;;73
61098;61500;Chapelle-près-Sées;La;61
71333;71380;Oslon;;71
43208;43230;Sainte-Marguerite;;43
31481;31470;Sainte-Foy-de-Peyrolières;;31
70213;70300;Éhuns;;70
57484;57600;Morsbach;;57
21560;21210;Saint-Martin-de-la-Mer;;21
65034;65130;Arrodets;;65
25509;25410;Routelle;;25
28229;28300;Mainvilliers;;28
78220;78690;Essarts-le-Roi;Les;78
61236;61150;Loucé;;61
80031;80910;Arvillers;;80
54579;54700;Villers-sous-Prény;;54
10371;10320;Sommeval;;10
49206;49230;Montfaucon-Montigné;;49
68023;68980;Beblenheim;;68
37058;37140;Chapelle-sur-Loire;La;37
36163;36160;Pouligny-Notre-Dame;;36
33338;33340;Prignac-en-Médoc;;33
59004;59310;Aix;;59
53153;53600;Mézangers;;53
51662;51420;Witry-lès-Reims;;51
4050;4250;Châteaufort;;4
64523;64160;Sévignacq;;64
14084;14260;Bonnemaison;;14
73040;73480;Bessans;;73
16395;16170;Vaux-Rouillac;;16
49215;49260;Montreuil-Bellay;;49
17124;17330;Courant;;17
23114;23170;Lussat;;23
34336;34420;Villeneuve-lès-Béziers;;34
8169;8260;Flaignes-Havys;;8
10101;10240;Coclois;;10
80282;80580;Érondelle;;80
59571;59730;Solesmes;;59
33392;33410;Sainte-Croix-du-Mont;;33
60353;60120;Lavacquerie;;60
2736;2290;Tartiers;;2
40015;40310;Arx;;40
